term,page,context,tag,score
ATS動作試験,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,NEW,0.817507
スイッチ,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,NEW,0.809704
位置,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,NEW,0.771834
シリンダー,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,KNOWN,0.764167
所定位置,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,NEW,0.75881
シリンダー圧力,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,NEW,0.753512
運転,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,NEW,0.73918
ストローク,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,KNOWN,0.7254
試験,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,NEW,0.723726
車両,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,KNOWN,0.697039
運賃,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,KNOWN,0.529599
階段緩め,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,KNOWN,0.527757
乗務員,38,動力車乗務員作業標準在来線電車編,KNOWN,0.511113
減圧,38,32 1 2 3 4 5 1 2 3 4 5 6 7 順序点検機器及び点検内容喚呼用語記事 9 ユルメ込め位置表示灯滅よし BC圧力0kPaよし ブレーキ動作状態確認 ATS切換SW 入換位置でP立上げ確認 ハンドル角度67度直通ブレーキ試験 階段ユルメ 回以上 ハンドル角度80度 BC圧力440kPaよし ブレーキシリンダー圧力で確認 ATS切換スイッチ S 位置で機能確認赤色灯白色灯点灯 よし ベルチャイム鳴動よし ≪各車床下点検≫ Aコックよし 各車A Bコック 定位確認 Bコックよし 各車3管肘コック 定位確認各車間ごとに確認一斉Dコック 定位確認 AコックはCMのある車両のみ BC圧力0kPaよし 管肘コック 定位 よし 140kpa減圧BC圧力○○kPaよし 短急気笛一声 常用位置→ 重なり 位置 ブレーキ管圧力140kPa減圧 P電源 ブレーキ動作故障各表示灯確認気笛試験 ATS動作試験 ユルメ込め位置 ATS切換スイッチ ○ 位置よし ATS切換スイッチを所定位置に設定 ブレーキシリンダー圧力で確認表示灯滅よし 、 点よし 排気音よし 漏れ試験 秒測定漏れなし 限度内を確認 分間40kPa以内30秒測定 階段緩め 回以上排気音よしBC圧力○○kPaよし 自動ブレーキ試験気笛よし P電源表示灯点灯よし ユルメ込め位置 から 重なり 位置 ツリアイブレーキ管圧力490kpaよし 切換スイッチ 切位置切換スイッチ 切位置よし ブレーキ動作 よし BC圧力320kPaよし 備考 ワンマン列車の出区点検においては、次の項目を確認すること。 運賃箱やワンマン表示灯の運行前準備運賃箱運賃表示器等の電源が 入 となることの確認 ATS切換スイッチを所定位置に設定直通ブレーキ67度以上 BC圧力上昇確認 10 運転台変更 スイッチ整備各車BCコックの 定位確認 BCコックよし 一台車ごとに確認 切換スイッチ 後位置切換スイッチ 後位置よし 自動ブレーキ100kPa以上減圧後 ブレーキ弁ハンドル抜取り BC圧力○○kPaよし ブレーキシリンダー圧力で確認 ≪運転台点検≫ ハンドル挿入BC圧力○○kPaよし 一斉Dコックよし ブレーキ弁ハンドル挿入直通ブレーキ67度以上各車ストローク確認 ストロークよし 一台車ごとに確認,KNOWN,0.489645
電車,38,動力車乗務員作業標準在来線電車編,KNOWN,0.475711
